netuid,name,symbol,snapshot_utc,block,row_status,miner_burn,reg_cost_tao,reg_cost_usd,registration_allowed,max_uids,active_uids,free_uids,immunity_period,tempo,price_tao,tao_usd,subnet_age_days,registered_block,weights_version,mechanism_count,competitive_miner_alpha_day,competitive_miner_usd_day,competitive_miner_uid,competitive_median_usd_day,competitive_earners,median_miner_usd_day,top_miner_usd_day,top_miner_uid,top_miner_is_owner,top_miner_is_permitted,top1_share,top10_share,gini,earners,owner_cut_frac,owner_incentive_share,burn_disagreement,github_url_onchain,github_url_resolved,repo_status,repo_status_reason,readme_sha,readme_bytes,readme_task_sections,last_commit_utc,latest_release,latest_release_utc,scoring_commit_utc,scoring_commit_title,min_compute_present,min_compute_is_template,required_vram_gb,gpu_class_required,gpu_class_basis,machine_class_cheapest,machine_cost_usd_day,machine_tier,machine_assumed,net_margin_usd_day,net_margin_top_usd_day,payback_days,gate_status,gate_reason,income_pts,freshness_pts,resource_pts,registration_pts,freshness_reason,confidence,confidence_reason,score,rank,description,website
1,Apex,α,2026-08-24T11:39:23Z,8914566,ok,0.520457,0.0005,0.119145,True,256,13,0,7200,99,0.00779274,238.29,1030.1,1497824,21706,1,727.385,1350.7,216,512.787,4,762.761,2852.97,248,True,True,0.520471,1,0.458944,5,0.179995,0.520471,0,https://github.com/macrocosm-os/apex,https://github.com/macrocosm-os/apex,ok,,338249d54a2bb1dc,9490,dfbbdf463f75b35f,2026-08-21T14:26:47Z,v4.3.6,2026-08-21T14:26:50Z,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,504.568,1342.48,0,OK,,24.59,35,11.25,10,RELEASE 2.9d ago,0.85,hardware requirement unknown,68.7,9,The general intelligence platform,https://apex.macrocosmos.ai
2,DSperse,β,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,8,0,5000,360,0.00309713,238.29,858.4,2734060,11003,1,,,,,0,2178.64,2178.64,14,True,True,1,1,0,1,0.179995,1,0,https://github.com/inference-labs-inc/subnet-2,https://github.com/inference-labs-inc/subnet-2,ok,,27418dba6f5b6784,11374,a539db653c193aad,2026-08-10T19:40:02Z,14.13.3,2026-08-10T20:04:54Z,2026-07-14T19:29:54Z,Migrate validator allocator to jemalloc resolving fragmentation reten…,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,Verifiable and distributed inference on Bittensor,https://subnet2.inferencelabs.com
3,Teutonic,γ,2026-08-24T11:39:23Z,8914566,ok,0,0.00248264,0.591589,True,256,8,0,10000,360,0.0279327,238.29,659.6,4165565,2000,1,590.358,3929.47,110,3929.47,5,3929.47,3929.47,110,False,False,0.2,1,2.22045e-16,5,0.179995,0,0,https://github.com/unarbos/teutonic,https://github.com/unarbos/teutonic,ok,,2568eaaa7d739448,3640,50808898ced27d7f,2026-08-24T10:53:11Z,,,2026-08-24T07:53:43Z,Update evaluation dataset size to 2000 for finewebedu,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,3921.25,3921.25,0,OK,,32.68,35,11.25,10,SCORING_COMMIT 0.0d ago,0.85,hardware requirement unknown,75.6,2,Coordinated Learning,https://www.teutonic.ai/
4,Targon,δ,2026-08-24T11:39:23Z,8914566,ok,0.26377,0.0005,0.119145,True,256,15,0,7520,360,0.0582521,238.29,1042.1,1411451,70001,1,1096.8,15224.5,156,1366.2,5,2341.61,15224.5,156,False,False,0.371553,1,0.498571,7,0.179995,0.263776,0,https://github.com/manifold-inc/targon,https://github.com/manifold-inc/targon,ok,,3d27a420f8f1eb8b,3254,,2026-08-23T06:34:21Z,v2.0.0,2026-07-10T02:44:52Z,2026-07-10T02:38:17Z,update miner doc,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,1357.98,15216.3,0,OK,,28.5,0,11.25,10,no challenge change on record,0.85,hardware requirement unknown,42.3,36,Incentivized Compute Marketplace powered by the Targon Virtual Machine (TVM).,https://targon.com
5,Hone,ε,2026-08-24T11:39:23Z,8914566,ok,0,0.166264,39.6191,True,256,254,0,5000,360,0.012712,238.29,892.1,2491604,803,1,13.1335,39.7831,6,36.6495,244,36.6495,39.7831,6,False,False,0.00447763,0.0439636,0.0205666,244,0.181218,0,0,https://github.com/hone-subnet-org/hone,https://github.com/hone-subnet-org/hone,dead,HTTP 404 (deleted or private),,0,,,,,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,28.4303,31.5639,1.39,OK,,13.36,0,11.25,9.54,no challenge change on record,0.6,hardware requirement unknown; no README readable; repo dead,20.5,70,Hone training,https://honedashboard.com
6,Numinous,ζ,2026-08-24T11:39:23Z,8914566,ok,0,0.2,47.658,True,256,118,0,63800,360,0.00285224,238.29,790.9,3219949,3000,1,267.612,181.885,18,0.0306152,99,0.0612305,383.486,67,False,True,0.191511,0.802541,0.896397,104,0.179995,0,0,https://github.com/numinouslabs/numinous,https://github.com/numinouslabs/numinous,ok,,496b16d6a611eff7,5474,b7a9d9192013aa91,2026-08-19T20:21:05Z,,,,,False,False,0,cpu-only (dev box),code-submission (validator runs it),cpu-small,0.9863,0,False,-0.9557,180.899,,OK,,0,21,15,0,WEIGHTS_VERSION_BUMP 11d ago,1,,36,49,Numinous is a forecasting protocol whose goal is to aggregate agents into superhuman LLM forecasters.,https://numinouslabs.io/
7,Allways,η,2026-08-24T11:39:23Z,8914566,ok,0.999544,0.15,35.7435,True,256,13,0,10800,360,0.00326719,238.29,873.2,2627691,319,1,,,,,0,1149.11,2297.21,53,True,True,0.999557,1,0.499557,2,0.179995,0.999557,0,https://github.com/entrius/allways,https://github.com/entrius/allways,ok,,3459a8729098b6cc,10642,9594fdc9163bdf75,2026-08-19T23:57:15Z,release-20260819-235753: Activate: quorum short-circuit + 30s default dendrite timeout (#697),2026-08-19T23:57:15Z,,,True,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,universal transaction layer,https://all-ways.io/
8,Vanta,θ,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,46,0,1200,360,0.0277923,238.29,1033,1477264,199,1,174.008,1152.39,68,0.894948,27,0.894948,15000.8,117,False,True,0.76771,0.999252,0.949616,32,0.179995,0,0,https://github.com/taoshidev/vanta-network,https://github.com/taoshidev/vanta-network,ok,,166856fe195a5540,9443,47ca33ce1da3bd32,2026-08-21T23:31:09Z,,,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,-7.3242,1144.18,,OK,,0,21,11.25,0,SCORING_COMMIT 25d ago,0.85,hardware requirement unknown,27.4,67,The first decentralized & trustless liquidity and execution engine for prop firms and traders,https://www.vantanetwork.io/
9,iota,ι,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,12,0,5000,360,0.0317167,238.29,1031.2,1489797,4062,1,,,,,0,22310.6,22310.6,210,False,True,1,1,0,1,0.179995,0,0,https://github.com/macrocosm-os/iota,https://github.com/macrocosm-os/iota,ok,,345999280406c0a7,3272,0999bf68399312be,2026-07-31T15:48:17Z,v4.9.2,2026-07-31T15:48:20Z,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,OK,,0,21,11.25,0,RELEASE 24d ago,0.85,hardware requirement unknown,27.4,68,Bringing liquid training to the world,https://iota.macrocosmos.ai/
10,Pareton,Ⱂ,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,14,0,12600,360,0.00641008,238.29,839.6,2869647,2031,1,,,,,0,4509.08,4509.08,201,True,True,1,1,0,1,0.179995,1,0,https://github.com/Pareton-ai/pareton,https://github.com/Pareton-ai/pareton,ok,,28c97f8dd07fe964,3311,2e15c71289199f4e,2026-08-23T16:56:35Z,,,2026-08-20T15:19:13Z,fix(worker): pass leaders.last_score to rank_round,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,The Intelligence Layer for AI Inference,https://www.pareton.ai/
11,TrajectoryRL,λ,2026-08-24T11:39:23Z,8914566,ok,0,0.0235577,5.61357,True,256,9,0,10800,360,0.00708606,238.29,832.8,2918568,0,1,,,,,0,4984.59,4984.59,53,False,True,1,1,0,1,0.179995,0,0,https://github.com/trajectoryRL/trajectoryRL,https://github.com/trajectoryRL/trajectoryRL,ok,,1f1a88a35d4dfe87,11396,6830b699a23ff5f8,2026-08-23T20:35:46Z,v0.6.32,2026-07-27T22:05:00Z,2026-08-02T10:05:07Z,docs(incentive): takeover bar decays to a -3% terminal handicap,False,False,0,cpu-only (dev box),code-submission (validator runs it),cpu-small,0.9863,0,False,,,,OK,,0,21,15,0,SCORING_COMMIT 22d ago,1,,36,50,"Agentic RL as a Service, Optimize agent trajectories to make agents cheaper, safer, and more reliable.",https://trajrl.com
12,Compute Horde,μ,2026-08-24T11:39:23Z,8914566,ok,0.993779,0.0005,0.119145,True,256,18,0,1466,360,0.0049309,238.29,924.7,2256433,1,1,9.45943,11.1147,136,10.7442,2,18.2069,3355.84,21,True,False,0.967557,1,0.845274,8,0.179995,0.993804,0,https://github.com/backend-developers-ltd/ComputeHorde/,https://github.com/backend-developers-ltd/ComputeHorde,ok,,6939233ca805ac6a,19740,512b2e6775d64b67,2026-08-05T11:41:40Z,miner-staging-2026-08-05-31002481795-421-1: fix: replace unmaintained watchtower with nicholas-fedor fork,2026-08-05T11:41:40Z,2026-02-10T16:49:26Z,build: Bump Pylon in the validator runner,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,2.525,2.8955,0.05,BLOCKED:burn,"miner_burn=0.994 - 99.4% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,,
13,Data Universe,ν,2026-08-24T11:39:23Z,8914566,ok,0.715494,0.0005,0.119145,True,256,243,0,12000,360,0.00602732,238.29,973.2,1907637,1030,1,5.36034,7.69879,240,5.69322,233,5.69322,3033.52,162,True,True,0.716716,0.730886,0.748878,234,0.179995,0.716716,0.0012,https://github.com/macrocosm-os/data-universe,https://github.com/macrocosm-os/data-universe,ok,,b356b02e4a570414,19031,b491f9188f463c82,2026-08-20T20:51:10Z,Release v1.18.71,2026-08-20T20:51:28Z,2026-08-13T06:08:42Z,fix(s3): stop charging miners for passing validation and for growing,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,-2.526,-0.5204,,OK,,0,35,11.25,0,RELEASE 3.6d ago,0.85,hardware requirement unknown,39.3,38,Scraping the world's social media data,https://datauniverse.macrocosmos.ai/
14,Cacheon,ㄷ,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,9,0,5000,360,0.00959078,238.29,564.7,4848444,29,1,,,,,0,6746.5,6746.5,29,True,True,1,1,0,1,0.179995,1,0,https://github.com/latent-to/cacheon,https://github.com/latent-to/cacheon,ok,,dac595a7f566085f,3590,,2026-08-23T03:57:00Z,msa-block-score-control-20260823: fix: open paged MSA decode score slot,2026-08-23T06:03:13Z,2026-08-22T12:14:25Z,fix: replace MSA prefill score-sheet ABI,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,A competition where miners submit containerized inference servers to compete on speed and correctness when serving an open-source model,https://cacheon.ai
15,ORO,ο,2026-08-24T11:39:23Z,8914566,ok,0,0.551382,131.389,True,256,94,0,5000,360,0.0389411,238.29,215,7366897,0,1,2735.76,25385.8,129,27.3779,80,27.3779,25385.8,129,False,False,0.927364,0.94187,0.937312,80,0.179995,0,0,https://github.com/ORO-AI/oro,https://github.com/ORO-AI/oro,ok,,e9df89334fd62ccf,5060,2310639e55746553,2026-08-21T23:12:18Z,v1.2.7,2026-08-18T02:43:18Z,2026-08-21T23:12:08Z,chore: remove dead BackendClient top-miner and race-history methods (…,False,False,0,cpu-only (dev box),code-submission (validator runs it),cpu-small,0.9863,0,False,26.3916,25384.8,4.98,OK,,13.08,35,15,8.34,SCORING_COMMIT 2.5d ago,1,,71.4,7,AI commerce agents,https://oroagents.com
16,trav,π,2026-08-24T11:39:23Z,8914566,ok,0,1,238.29,True,256,3,239,5000,360,0.00191656,238.29,63,8460646,0,1,,,,,0,1348.18,1348.18,10,False,True,1,1,0,1,0.179995,0,0,,,none,no repo URL on chain,,0,,,,,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,OK,,0,0,11.25,0,no challenge change on record,0.6,hardware requirement unknown; no README readable; repo none,6.8,87,,
17,404—GEN,ρ,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,12,0,5000,360,0.00935591,238.29,843.6,2840556,0,1,,,,,0,6581.28,6581.28,238,False,True,1,1,0,1,0.179995,0,0,https://github.com/404-Repo/404-gen-subnet,https://github.com/404-Repo/404-gen-subnet,ok,,11a7d112b2946f62,7154,5f8e4a265e729a80,2026-08-12T13:15:15Z,,,2026-07-10T12:07:30Z,feat: miner can select the hardware to run validation on (#65),False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,OK,,0,0,11.25,0,no challenge change on record,0.85,hardware requirement unknown,9.6,79,a decentralized 3D content generation competition,https://www.404.xyz
18,Zeus,σ,2026-08-24T11:39:23Z,8914566,ok,0.0496637,1,238.29,True,257,42,0,65535,1800,0.00440948,238.29,1015.3,1604679,0,1,1500.45,1576.57,141,5.01701,33,5.088,1576.57,141,False,False,0.50841,0.96778,0.899531,34,0.179995,0.0496657,0,https://github.com/Orpheus-AI/Zeus,https://github.com/Orpheus-AI/Zeus,ok,,fb9f533d47c3d212,9460,,2026-08-21T12:57:52Z,Release 2.1.2,2026-08-20T19:28:17Z,2026-03-25T17:25:18Z,🛠️ Hotfix 2.0.0. scoring edge case 🛠️ (#63),True,True,,unknown,no evidence,rtx4090,8.2192,1,True,-3.2022,1568.35,,OK,,0,35,11.25,0,RELEASE 3.7d ago,0.85,hardware requirement unknown,39.3,39,Pushing weather forecasts beyond state-of-the-art,https://www.zeussubnet.com/
19,blockmachine,t,2026-08-24T11:39:23Z,8914566,ok,0,1,238.29,True,256,39,0,3600,7200,0.0109882,238.29,966.5,1956072,60000,1,261.215,683.959,206,7.84329,24,12.4431,2094.57,237,False,True,0.27103,0.960976,0.753025,28,0.179995,0,0,https://github.com/taostat/blockmachine/,https://github.com/taostat/blockmachine,ok,,912b71caa2d54de5,846,9b829104dca49f92,2026-07-27T01:59:54Z,,,2026-04-27T11:26:58Z,"Add links to site, whitepaper, and miner dashboard",False,False,,unknown,no evidence,rtx4090,8.2192,1,True,-0.3759,675.74,,OK,,0,0,11.25,0,no challenge change on record,0.85,hardware requirement unknown,9.6,74,Harnessing Bittensor's incentive layer to forge self-optimizing infrastructure.,blockmachine.io
20,ChronoSeek,υ,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,10,0,5000,360,0.00270589,238.29,964.4,1970929,1022,1,,,,,0,1903.42,1903.42,240,True,True,1,1,0,1,0.179995,1,0,https://github.com/chronoseek/bittensor-subnet,https://github.com/chronoseek/bittensor-subnet,ok,,0df3521eed43503b,15298,26651f15e2304ad0,2026-04-23T03:41:51Z,,,2026-04-22T15:38:20Z,refactor: validator runtime threads and harden miner health identific…,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,"Decentralized Video Moment Retrieval subnet on Bittensor. Search videos by meaning, not timestamps.",https://chronoseek.org/
21,AdTAO,φ,2026-08-24T11:39:23Z,8914566,ok,0.300939,0.1,23.829,True,256,27,0,10800,360,0.00385004,238.29,799.7,3156578,0,1,1085.99,996.312,133,1.13645,8,9.31886,996.312,133,False,False,0.36793,0.998916,0.780434,16,0.179995,0.30098,0,https://github.com/ippcteam/SN21-adtao,https://github.com/ippcteam/SN21-adtao,ok,,87dc747832f3ae75,21926,24af354b63ad7d31,2026-08-24T11:13:48Z,SN21 rich training data v2,2026-08-20T03:37:08Z,2026-08-23T13:18:04Z,docs(quickstart): troubleshooting row for no_scoreable_predictions ad…,True,False,0,cpu-only,min_compute.yml (curated),cpu-small,0.9863,0,False,0.1501,995.326,158.75,OK,,0.55,35,15,0,SCORING_COMMIT 0.1d ago,1,,50.6,29,Counterfactual impact prediction for advertising interventions,https://adtao.io
22,Desearch,χ,2026-08-24T11:39:23Z,8914566,ok,0.517257,0.0005,0.119145,True,256,108,0,7200,360,0.003245,238.29,959,2009702,1000910,1,67.0268,51.8285,136,7.90663,97,7.92405,1180.7,19,True,True,0.517622,0.644408,0.735776,98,0.179995,0.517622,0.0004,https://github.com/datura-ai/desearch,https://github.com/Desearch-ai/subnet-22,redirected,https://github.com/datura-ai/desearch -> https://github.com/Desearch-ai/subnet-22,f108a5fb76aecb9a,4850,,2026-07-22T13:00:12Z,v0.0.200,2026-03-18T12:55:25Z,2026-07-22T08:39:38Z,fix: expose per-mode concurrency and log mode for the miner UI,True,True,,unknown,no evidence,rtx4090,8.2192,1,True,-0.3125,43.6093,,OK,,0,0,11.25,0,no challenge change on record,0.85,hardware requirement unknown,9.6,73,Decentralized search engine,https://desearch.ai
23,Trishool,ψ,2026-08-24T11:39:23Z,8914566,ok,0.799998,0.1,23.829,True,256,15,0,15000,360,0.00418433,238.29,951.5,2063528,2,1,590.403,588.682,50,588.682,1,1471.68,2354.68,188,True,True,0.799997,1,0.299997,2,0.179995,0.799997,0,https://github.com/TrishoolAI/trishool-phase2,https://github.com/TrishoolAI/trishool-phase2,ok,,1b261e012df6290e,16972,f1596712006feba5,2026-08-20T03:45:52Z,,,2026-08-20T03:45:52Z,Merge pull request #48 from TrishoolAI/feat/challenge-creation,False,False,0,cpu-only (dev box),code-submission (validator runs it),cpu-small,0.9863,0,False,587.696,587.696,0.04,OK,,25.19,35,15,9.99,SCORING_COMMIT 4.3d ago,0.85,income rests on 1 competitive miner (n<=2: not a distribution),72.4,4,Trishool is the AI alignment protocol built on Bittensor,https://trishool.ai
24,Quasar,ω,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,9,0,10800,360,0.00397462,238.29,885.6,2538424,2,1,,,,,0,2795.89,2795.89,155,True,True,1,1,0,1,0.179995,1,0,https://github.com/SILX-LABS/QUASAR-SUBNET/,https://github.com/SILX-LABS/QUASAR-SUBNET,ok,,d080a2a0f9b027f4,8178,8cc827d439dde803,2026-06-26T09:13:14Z,,,2026-06-25T16:25:47Z,Make live fragment sync validator gated,False,False,640,multi-GPU,README keywords (GUESS),8xh100,437.26,4,False,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,Bittensor subnet built to crush the long-context barrier.,https://silxinc.com/
25,UR,א,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,15,0,21600,360,0.0109536,238.29,821.6,2998801,20502,1,,,,,0,7705.17,7705.17,1,True,True,1,1,0,1,0.179995,1,0,https://github.com/urfoundation/sn,https://github.com/urfoundation/sn,ok,,3a594540b3d4264e,9308,c457ae49d232190d,2026-08-21T14:41:45Z,v2026.8.23-1027441210,2026-08-24T04:05:40Z,2026-08-20T20:47:44Z,Fix miner Windows arm64 cross-build,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,The peer to peer privacy network and encryption layer for the internet,https://ur.xyz/
26,Perturb,ב,2026-08-24T11:39:23Z,8914566,ok,0,0.1,23.829,True,256,14,0,5000,360,0.00391009,238.29,109.8,8123781,0,1,442.791,412.564,230,24.5524,8,27.0076,1925.33,64,False,True,0.700035,1,0.78006,10,0.179995,0,0,https://github.com/0xsigurd/Perturb,https://github.com/0xsigurd/Perturb,ok,,c1916958da4b0066,13029,138b96d6c81dee36,2026-08-20T00:11:52Z,,,2026-08-19T18:10:08Z,Merge pull request #51 from 0xsigurd/feat/cross-validator-score-conse…,False,False,8,24GB consumer,README stated VRAM (explicit),rtx3060,2.9589,1,False,21.5935,409.605,1.1,OK,,12.31,35,11.25,9.63,SCORING_COMMIT 4.4d ago,1,,68.2,10,Decentralized adversarial robustness network,https://www.perturbai.io/
27,Orion,ג,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,15,0,7200,360,0.00232118,238.29,998.3,1727132,200,1,,,,,0,1632.8,1632.8,203,True,True,1,1,0,1,0.179995,1,0,https://github.com/SILX-LABS/Orion,https://github.com/SILX-LABS/Orion,ok,,a1b77c97ec3f24d3,3104,3f0100f050abb037,2026-07-24T22:19:19Z,,,2026-07-24T21:51:51Z,fix: harden production mailbox and miner runtime,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,"A decentralized data subnet that discovers, generates, and curates high-quality training data for LLMs",
28,gm,ד,2026-08-24T11:39:23Z,8914566,ok,0.077386,0.1,23.829,True,256,68,0,3600,360,0.0174556,238.29,560.6,4878363,0,1,403.557,1678.59,44,37.2854,55,40.2832,1678.59,44,False,False,0.136756,0.768069,0.753083,57,0.179995,0.0774068,0,https://github.com/taostat/gm-miner,https://github.com/taostat/gm-miner,ok,,3cbb8784c27098d3,18306,bea04ee7e3aadb3b,2026-08-20T13:25:38Z,v0.4.9,2026-08-20T13:42:45Z,2026-08-19T13:23:34Z,Release gm-miner v0.4.8,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,29.0662,1670.37,0.82,OK,,13.44,35,11.25,9.73,RELEASE 3.9d ago,0.85,hardware requirement unknown,59,22,"Drop-in access to Claude, GPT, and Gemini.",https://saygm.com/
29,hoτfloaτ,ה,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,12,0,5000,360,0.00279946,238.29,768.7,3379782,0,1,,,,,0,1969.24,1969.24,19,False,True,1,1,0,1,0.179995,0,0,https://github.com/coldint/hotfloat,https://github.com/coldint/hotfloat,ok,,073650d535a99597,5411,3e410542ee65c9f6,2026-06-15T17:22:41Z,,,2026-06-14T16:46:18Z,refactor: make structured validator state Postgres-only (#99),False,False,80,80GB datacentre,README keywords (GUESS),a100-80,29.589,3,False,,,,OK,,0,0,3.75,0,no challenge change on record,0.85,"hardware from README keywords, not curated",3.2,88,Inference optimization,http://hotfloat.io
30,Endure Network,ו,2026-08-24T11:39:23Z,8914566,ok,1,0.0005,0.119145,True,256,13,0,21600,360,0.00361067,238.29,786.7,3250216,2040,1,,,,,0,2539.88,2539.88,176,True,True,1,1,0,1,0.179995,1,0,,,none,no repo URL on chain,,0,,,,,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,The risk intelligence network,https://endure.network
31,rec4ll,ז,2026-08-24T11:39:23Z,8914566,ok,1,0.5,119.145,True,256,17,0,5000,360,0.00515939,238.29,241.8,7173591,0,1,,,,,0,3629.3,3629.3,0,True,True,1,1,0,1,0.179995,1,0,,,none,no repo URL on chain,,0,,,,,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,BLOCKED:burn,"miner_burn=1.000 - 100.0% of miner emission is withheld by owner-controlled hotkeys, so miners earn nothing here",,,,,,,,,,"Recall provides decentralized retrieval-augmented generation to Bittensor. Miners serve embedding models, vector search, and LLM inference. Validators independently evaluate retrieval accuracy and answer quality. The subnet discovers the best RAG pipeline through open competition and routes user que",
32,ItsAI,ח,2026-08-24T11:39:23Z,8914566,ok,0,0.0005,0.119145,True,256,255,0,7200,360,0.00313616,238.29,888.8,2515294,0,1,14.9999,11.2097,177,8.65134,205,8.98796,11.2097,16,False,True,0.00509058,0.0491936,0.0759151,250,0.179995,0,0,https://github.com/It-s-AI/llm-detection,https://github.com/It-s-AI/llm-detection,ok,,2bcdeca54573c125,8295,7db92254222bbeda,2026-07-23T17:48:16Z,,,2026-07-23T17:46:13Z,Step 1: validator accepts both encrypted and plaintext responses (v3.…,True,True,,unknown,no evidence,rtx4090,8.2192,1,True,0.4322,2.9905,0.28,OK,,1.42,0,11.25,9.91,no challenge change on record,0.85,hardware requirement unknown,19.2,71,ItsAI is a bittensor subnet focused on high-quality AI detection for texts. Recognised as the most accurate AI detector by MGTD benchmark.,https://its-ai.org/en
33,ReadyAI,ט,2026-08-24T11:39:23Z,8914566,ok,0,0.0722098,17.2069,True,256,252,0,7200,360,0.0051187,238.29,829.3,2943950,2388,1,16.0631,19.5927,251,15.2144,243,15.2144,19.5927,251,False,False,0.0055166,0.0516835,0.0950282,243,0.1832,0,0,https://github.com/afterpartyai/bittensor-conversation-genome-project,https://github.com/afterpartyai/bittensor-conversation-genome-project,ok,,bb85dbd7b14d5908,47541,a91e45ad8067f8f2,2026-08-20T17:21:26Z,v1.91.12: Merge pull request #26 from afterpartyai/cgp_release/2024.07.26_1203,2024-07-26T18:36:39Z,2026-08-20T17:21:26Z,Merge pull request #136 from afterpartyai/Fix-Validator-timeout,True,True,,unknown,no evidence,rtx4090,8.2192,1,True,6.9952,11.3735,2.46,OK,,8.21,35,11.25,9.18,SCORING_COMMIT 3.7d ago,0.85,hardware requirement unknown,54.1,26,,
34,BitMind,י,2026-08-24T11:39:23Z,8914566,ok,0,0.5,119.145,True,256,123,0,5000,360,0.012162,238.29,752.9,3493948,404020,1,118.783,344.244,196,11.9448,116,12.01,3442.83,94,False,True,0.402795,0.865094,0.872777,118,0.179995,0,0,https://github.com/BitMind-AI/bitmind-subnet,https://github.com/BitMind-AI/bitmind-subnet,ok,,6b3782614c7f060f,6068,3caf33c12e35ac03,2026-08-21T22:54:45Z,Release 4.9.8,2026-08-20T23:57:40Z,2026-08-20T22:43:19Z,fix: restore validator config parsing (#427),True,False,80,80GB datacentre,min_compute.yml (curated),a100-80,29.589,3,False,-17.6443,314.655,,OK,,0,35,3.75,0,RELEASE 3.4d ago,1,,38.8,46,,
35,OxMarkets,ך,2026-08-24T11:39:23Z,8914566,ok,0,0.1,23.829,True,256,15,0,7200,360,0.00233652,238.29,816.3,3037158,1011,1,1927.2,1073.01,201,1073.01,1,395.982,1073.01,201,False,False,0.652862,1,0.364437,3,0.179995,0,0,https://github.com/General-Tao-Ventures/cartha-validator,https://github.com/General-Tao-Ventures/cartha-validator,ok,,475fd8dd263e1277,10046,5fa1695051bc0465,2026-07-21T12:14:00Z,1.1.6,2026-07-21T12:15:38Z,2026-06-17T01:17:49Z,feat: redirect Trader Rewards Pool to Cartha-operated hotkey,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,1064.79,1064.79,0.02,OK,,27.54,0,11.25,9.99,no challenge change on record,0.6,hardware requirement unknown; income rests on 1 competitive miner (n<=2: not a distribution),29.3,58,"Liquidity-as-a-Service subnet powering 0xMarkets - a permissionless perp DEX for FX, crypto, and commodities. Deposit USDC. Earn Spread + Fees + Alpha.",https://www.0xmarkets.io/
36,automata,כ,2026-08-24T11:39:23Z,8914566,ok,0,1,238.29,True,256,2,254,5000,360,0.00526033,238.29,4.2,8884359,0,1,,,,,0,0,0,0,True,True,,,,1,,1,1,,,none,no repo URL on chain,,0,,,,,,,False,False,,unknown,no evidence,rtx4090,8.2192,1,True,,,,OK,,0,35,11.25,0,subnet is 4 days old,0.6,hardware requirement unknown; no README readable; repo none,27.8,63,,
